ExerciseType,ExerciseSubType,Device:xAcceleration,Device:yAcceleration,Device:zAcceleration,Device:xRotationRate,Device:yRotationRate,Device:zRotationRate,AccRms,RotRms,roll,pitch
pushup,pushup,-0.356811523,1.096069336,-0.306030273,-4.146341463,6.25,-0.182926829,1.192617701,7.50254022,-1.298523088,0.861860222
pushup,pushup,-0.369995117,1.140258789,-0.360473633,-6.097560976,0.091463415,-10.70121951,1.251809783,12.31684677,-1.26460495,0.798432184
pushup,pushup,-0.335449219,1.056518555,-0.290405273,-11.82926829,-12.10365854,-18.07926829,1.145902639,24.76469423,-1.302550964,0.857246192
pushup,pushup,-0.338256836,0.975463867,-0.229980469,-7.835365854,-10.45731707,-19.42073171,1.057751606,23.40754704,-1.339259302,0.973688768
pushup,pushup,-0.34753418,0.901855469,-0.204345703,-7.042682927,-9.085365854,-21.52439024,0.98786662,24.40169319,-1.347975057,1.039256482
pushup,pushup,-0.397705078,0.809692383,-0.167724609,-3.262195122,-1.097560976,-22.56097561,0.917552521,22.82201081,-1.366539067,1.171697703
pushup,pushup,-0.470703125,0.753051758,-0.12512207,-0.853658537,4.298780488,-13.26219512,0.896829925,13.96760774,-1.406147137,1.310985024
pushup,pushup,-0.393432617,0.544311523,-0.040283203,3.109756098,0.274390244,-5.853658537,0.67282018,6.6340931,-1.496923376,1.468762814
pushup,pushup,-0.408325195,0.704833984,-0.116088867,7.652439024,-7.073170732,8.048780488,0.822798295,13.16709666,-1.407558028,1.293800139
pushup,pushup,-0.487426758,0.923095703,-0.205688477,5.914634146,13.01829268,18.41463415,1.063954074,23.31432161,-1.351553376,1.171479226
pushup,pushup,-0.50378418,0.909179688,-0.206054688,5.853658537,3.87195122,6.859756098,1.059653122,9.813948148,-1.347923338,1.182543654
pushup,pushup,-0.433105469,0.888549805,-0.19519043,1.920731707,-1.12804878,3.048780488,1.007571539,3.775813396,-1.354557916,1.147380017
pushup,pushup,-0.440551758,0.903442383,-0.196899414,2.682926829,2.073170732,4.085365854,1.024237946,5.309081598,-1.356208407,1.150491503
pushup,pushup,-0.434570313,0.879760742,-0.202026367,2.865853659,0.609756098,0.762195122,1.001820829,3.027517316,-1.345071919,1.135631043
pushup,pushup,-0.436401367,0.891601563,-0.20690918,2.134146341,2.896341463,0.701219512,1.014007352,3.665389922,-1.342767934,1.128061439
pushup,pushup,-0.446899414,0.871582031,-0.189819336,0.640243902,0.701219512,-0.640243902,0.997700207,1.145221949,-1.356357725,1.169139707
pushup,pushup,-0.424560547,0.701293945,-0.128417969,0.457317073,-0.762195122,-7.804878049,0.829792763,7.855329507,-1.389687065,1.27707256
pushup,pushup,-0.397583008,0.626098633,-0.099853516,3.658536585,4.847560976,-2.073170732,0.748359854,6.417302723,-1.412642977,1.324734318
pushup,pushup,-0.379394531,0.746826172,-0.169555664,-2.347560976,2.591463415,7.652439024,0.854657045,8.413474204,-1.347545809,1.150514019
pushup,pushup,-0.42590332,0.817871094,-0.193603516,7.225609756,3.841463415,6.219512195,0.942225602,10.27855094,-1.338358399,1.144147239
pushup,pushup,-0.37109375,0.96862793,-0.202392578,12.19512195,1.463414634,19.42073171,1.056841234,22.97884684,-1.364812199,1.071495701
pushup,pushup,-0.510498047,0.977294922,-0.272460938,13.99390244,20.48780488,3.81097561,1.135759034,25.10185231,-1.298909167,1.080541181
pushup,pushup,-0.419189453,1.018188477,-0.315795898,3.719512195,0.640243902,2.195121951,1.145493178,4.366147455,-1.270049565,0.925155388
pushup,pushup,-0.405029297,1.01171875,-0.309936523,6.219512195,3.201219512,-2.774390244,1.132997886,7.525116579,-1.273527251,0.917625359
pushup,pushup,-0.425170898,1.053222656,-0.284667969,-3.506097561,-3.81097561,7.62195122,1.170933008,9.214683695,-1.306820926,0.980808679
pushup,pushup,-0.374023438,1.018676758,-0.274291992,-0.975609756,3.018292683,2.865853659,1.119299766,4.274929509,-1.307771514,0.938033344
pushup,pushup,-0.395507813,1.008422852,-0.284912109,-0.518292683,5.914634146,-4.390243902,1.120052672,7.384156411,-1.295440895,0.946529396
pushup,pushup,-0.449462891,1.036254883,-0.257568359,-3.62804878,3.75,-6.859756098,1.158526017,8.618671108,-1.327176284,1.050422646
pushup,pushup,-0.473999023,1.065185547,-0.325195313,-2.43902439,-1.951219512,-11.2804878,1.210391389,11.70493497,-1.274489278,0.96948238
pushup,pushup,-0.399414063,0.996704102,-0.221923828,-10.82317073,-10.45731707,-11.8902439,1.096449199,19.18005227,-1.351712449,1.063645926
pushup,pushup,-0.447631836,0.945922852,-0.211303711,-2.530487805,-3.81097561,-16.92073171,1.067611147,17.5282077,-1.351020869,1.129759315
pushup,pushup,-0.47277832,0.915161133,-0.227539063,-4.725609756,-3.932926829,-18.90243902,1.054899647,19.87716031,-1.327104866,1.122236021
pushup,pushup,-0.475219727,0.835327148,-0.209472656,-5.670731707,-4.786585366,-23.04878049,0.983607659,24.21393978,-1.325095717,1.155626808
pushup,pushup,-0.506347656,0.764038086,-0.170898438,1.707317073,-3.506097561,-16.52439024,0.932388557,16.97831336,-1.35074063,1.245289649
pushup,pushup,-0.424194336,0.632568359,-0.093261719,-3.231707317,-7.5,-10.0304878,0.767320866,12.93462863,-1.424417418,1.354383268
pushup,pushup,-0.479980469,0.561157227,-0.069335938,6.524390244,6.25,-12.16463415,0.741677933,15.15283776,-1.447860568,1.42733299
pushup,pushup,-0.617553711,0.721435547,-0.072509766,6.12804878,11.2195122,4.786585366,0.952417713,13.65070824,-1.470625111,1.453916963
pushup,pushup,-0.61730957,0.798339844,-0.126953125,1.402439024,11.52439024,10.85365854,1.017120793,15.89277538,-1.413095377,1.367968722
pushup,pushup,-0.554931641,0.858398438,-0.166992188,3.902439024,3.68902439,12.5304878,1.035704299,13.63272004,-1.37865696,1.278492143
pushup,pushup,-0.513427734,0.84362793,-0.184936523,0.304878049,3.414634146,8.87195122,1.00474755,9.511266762,-1.354994197,1.225063957
pushup,pushup,-0.497192383,0.872558594,-0.185302734,1.219512195,5.091463415,12.89634146,1.021222732,13.91854277,-1.3615381,1.214045149
pushup,pushup,-0.467529297,0.851318359,-0.189453125,1.12804878,7.56097561,15.15243902,0.98955499,16.97166033,-1.351823752,1.185796406
pushup,pushup,-0.446533203,0.8828125,-0.200195313,3.018292683,9.512195122,15.33536585,1.009370088,18.29659511,-1.347797897,1.149330024
pushup,pushup,-0.436523438,0.906616211,-0.206787109,2.317073171,5.731707317,8.902439024,1.027261687,10.83857543,-1.346545859,1.128398064
pushup,pushup,-0.4140625,0.841796875,-0.180786133,-0.640243902,3.018292683,1.951219512,0.955381263,3.650652073,-1.359247489,1.15912847
pushup,pushup,-0.423706055,0.735717773,-0.118286133,-0.091463415,3.109756098,1.158536585,0.857204218,3.31981258,-1.411384033,1.298557199
pushup,pushup,-0.366577148,0.651855469,-0.108886719,3.597560976,3.109756098,3.475609756,0.755745113,5.890067159,-1.405283262,1.282060738
pushup,pushup,-0.361694336,0.734741211,-0.174438477,-0.304878049,3.018292683,12.13414634,0.837314888,12.50761963,-1.337697128,1.12142375
pushup,pushup,-0.320922852,0.813110352,-0.160766602,2.408536585,3.841463415,10.76219512,0.888811466,11.67830182,-1.375595899,1.106388261
pushup,pushup,-0.391235352,0.970214844,-0.241455078,3.62804878,10.06097561,17.13414634,1.073630523,20.19814197,-1.326883698,1.017854143
pushup,pushup,-0.324707031,1.057983398,-0.30456543,13.41463415,10.30487805,5.487804878,1.147834321,17.78367013,-1.290501513,0.817394998
pushup,pushup,-0.317504883,1.028076172,-0.3515625,6.432926829,4.451219512,0.12195122,1.131965617,7.823731516,-1.241300599,0.734538941
pushup,pushup,-0.329589844,1.038085938,-0.309448242,-1.25,1.219512195,4.329268293,1.132258846,4.668219569,-1.281088141,0.816906358
pushup,pushup,-0.339111328,1.026611328,-0.286254883,7.56097561,7.743902439,2.134146341,1.118422626,11.03136246,-1.298868513,0.869718544
pushup,pushup,-0.364990234,1.035888672,-0.341674805,1.676829268,2.408536585,6.402439024,1.150228188,7.043012873,-1.252195424,0.818379807
pushup,pushup,-0.304199219,1.036376953,-0.286743164,-5.518292683,-3.567073171,-1.737804878,1.117513309,6.796729429,-1.300870349,0.814928928
pushup,pushup,-0.349487305,1.042724609,-0.282104492,-4.024390244,4.542682927,-7.652439024,1.135340888,9.766857633,-1.30657609,0.891683411
pushup,pushup,-0.37121582,1.0625,-0.30871582,-5.701219512,0.731707317,-9.725609756,1.16705308,11.29720251,-1.288026053,0.877061579
pushup,pushup,-0.352539063,1.037353516,-0.271118164,-6.25,-3.81097561,-5.182926829,1.128667873,8.969323587,-1.315158912,0.915217848
pushup,pushup,-0.359985352,1.026855469,-0.267456055,-2.073170732,-5.396341463,-11.64634146,1.120515216,13.00214626,-1.315996277,0.931813669
pushup,pushup,-0.382446289,0.967651367,-0.262084961,-4.603658537,-3.170731707,-18.38414634,1.072987819,19.21520357,-1.306295701,0.970014166
pushup,pushup,-0.440795898,0.920654297,-0.254760742,-1.036585366,-4.786585366,-21.12804878,1.052049616,21.68825382,-1.300834489,1.046743189
pushup,pushup,-0.396606445,0.803222656,-0.163330078,-3.353658537,-5.12195122,-12.74390244,0.910571261,14.13819151,-1.370187974,1.180142843
pushup,pushup,-0.41394043,0.692993164,-0.104614258,0.030487805,0.426829268,-7.865853659,0.813959672,7.877484784,-1.420967622,1.323251966
